license	modified	collectionID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	occurrenceID	catalogNumber	recordNumber	recordedBy	occurrenceStatus	preparations	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	eventDate	startDayOfYear	year	month	day	verbatimEventDate	fieldNotes	higherGeography	countryCode	stateProvince	locality	verbatimElevation	decimalLatitude	decimalLongitude	verbatimCoordinateSystem	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	nomenclaturalCode
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364993	E00364993	6860	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377399		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM		Nearest settlement: Artsvanick. Northern edge of village	1115 M	39.25	46.466667	degrees minutes seconds	Vicia sativa subsp. sativa	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	sativa	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366311	E00366311		Manakyan, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:380137		1967-05-10T00:00:00	130	1967	5	10	1967-05-10		West Asia and Egypt	AM	Syunik'	Kapan region, Gakatli	800 M			degrees minutes seconds	Vicia narbonensis L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	narbonensis		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366738	E00366738	6957	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380742		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM		Nearest settlement: Megradzor. Near 12km sign on Razdan to Alagez	1670 M	40.583333	44.666667	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2013-10-02T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364706	E00364706	6680	"Maxted, N.; Bisby, F.A.; Forde, M.; Golubev, Y.; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376873		1989-06-12T00:00:00	163	1989	6	12	1989-06-12		West Asia and Egypt	GE		"Ushguli; 3km west of Ushguli on Mestia road."	1950 M	42.966667	42.9	degrees minutes seconds	Vicia sepium var. sepium	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sepium	sepium	VARIETY	ICBN
CC_BY_NC_4_0	2014-04-29T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364739	E00364739		Sehelkovnikov, A. & Kara-Murza, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:376915		1927-06-24T00:00:00	175	1927	6	24	1927-06-24		West Asia and Egypt	AM	Geghark'unik'	near Elenovka [Yelenovka-old name for Sevan]				degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2014-01-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366447	E00366447			PRESENT	herbarium specimen of unspecified type			BGBASE:380457		1950-08-12T00:00:00	224	1950	8	12	1950-08-12	130cm	West Asia and Egypt	AM			3200-3300 M			degrees minutes seconds	Vicia canescens subsp. gregaria (Boiss. & Heldr.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	gregaria	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370088	E00370088	7607	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:382026		1989-08-12T00:00:00	224	1989	8	12	1989-08-12		West Asia and Egypt	AM		Nearest settlement: Sevan. 91km from Yerevan on Sevan road	1850 M	40.566667	44.966667	degrees minutes seconds	Vicia tetrasperma (L.) Schreb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	tetrasperma		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-12T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364750	E00364750	6979	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376928		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM	Kotayk'	Ankavan, small canyon at head of valley	1900 M	40.65	44.5	degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-25T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364710	E00364710		Manakyan, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:376886		1962-05-26T00:00:00	146	1962	5	26	1962-05-26		West Asia and Egypt	AM						degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370180	E00370180		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:382116		1979-07-07T00:00:00	188	1979	7	7	1979-07-07		West Asia and Egypt	AM	Syunik'	Kapan region				degrees minutes seconds	Lens ervoides (Brign.) Grande	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	ervoides		SPECIES	ICBN
CC_BY_NC_4_0	2013-12-04T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366016	E00366016	33820	Davis, P.H.	PRESENT	herbarium specimen of unspecified type			BGBASE:377460		1959-06-30T00:00:00	181	1959	6	30	1959-06-30		West Asia and Egypt	GE	T'bilisi	Dabahane gorge above Botanical Institute	600-700 M			degrees minutes seconds	Vicia sativa L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364725	E00364725	6956	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376903		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM		Nearest settlement: Megradzor. Near 12kn sign on Razdan to Alagez	1670 M	40.583333	44.666667	degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-04-26T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366219	E00366219		[Illegible]	PRESENT	herbarium specimen of unspecified type			BGBASE:379905		1956-05-26T00:00:00	147	1956	5	26	1956-05-26		West Asia and Egypt	AM		[Illegible]				degrees minutes seconds	Vicia peregrina L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	peregrina		SPECIES	ICBN
CC_BY_NC_4_0	2014-01-16T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366372	E00366372		Szowitz	PRESENT	herbarium specimen of unspecified type			BGBASE:379165									West Asia and Egypt	AM		Armeniensis				degrees minutes seconds	Vicia johannis Tamamsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	johannis		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366032	E00366032	6823	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377562		1989-06-20T00:00:00	171	1989	6	20	1989-06-20		West Asia and Egypt	AM	Vayots' Dzor	Yehegnadzor, north eastern edge of the village	1220 M	39.75	45.366667	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-05-01T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00428565	E00428565	200	Brown, Richard & Prestage, Anne	PRESENT	herbarium specimen of unspecified type			BGBASE:468726	Way point = 47	2010-05-14T00:00:00	134	2010	5	14	2010-05-14	Annual to 45cm, leaves with 4-7 pairs of leaflets flowers dark purple, pods 4-7cm.  Semi-desert	West Asia and Egypt	GE	Kiziki	Kasristskali, Lekistskali Gorge. 	271 M	41.164722	46.571111	degrees minutes seconds	Vicia angustifolia L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	angustifolia		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366385	E00366385	6719	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380393		1989-06-14T00:00:00	165	1989	6	14	1989-06-14		West Asia and Egypt	GE		Nearest settlement: Sairme. Wooded bank behind the resorts police station	880 M	41.95	42.933333	degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364891	E00364891	6767	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377212		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE		Nearest settlement: Borjomi. 10kms north west of Borjomi	740 M	41.95	43.55	degrees minutes seconds	Vicia ciliatula Lipsky	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	ciliatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370037	E00370037	6773	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:381872		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE		Nearest settlement: Borjomi. 10km north west of borjomi	740 M	41.95	43.55	degrees minutes seconds	Vicia hirsuta (L.) Gray	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hirsuta		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-18T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366353	E00366353	6766	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380241		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE	Borjomis	Borkomi, 10 kms north west of Borjomi	740 M	41.95	43.55	degrees minutes seconds	Vicia johannis Tamamsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	johannis		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364896	E00364896	6902	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377224		1989-06-22T00:00:00	173	1989	6	22	1989-06-22		West Asia and Egypt	AM		Nearest settlement: Yehegnadzor.1km west of Yehegnadzor	1090 M	39.75	45.283333	degrees minutes seconds	Vicia hyrcanica Fisch. & C.A.Mey.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hyrcanica		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370148	E00370148	6867	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:382084		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM		Nearest settlement: Foratan. Cornfields at 44/19km sign on Kafan to Goris road	1150 M	39.416667	46.383333	degrees minutes seconds	Vicia L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia			GENUS	ICBN
CC_BY_NC_4_0	2014-01-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366636	E00366636		?	PRESENT	herbarium specimen of unspecified type			BGBASE:380641									West Asia and Egypt	AM			1700 M			degrees minutes seconds	Vicia cracca L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca		SPECIES	ICBN
